image_path,x1,y1,x2,y2,category,image_id,split,category_old
img/Rugby_Striped_Crew_Neck_Sweater/img_00000037.jpg,31,54,152,245,2,136918,val,16
img/OK_LA_Muscle_Tee/img_00000019.jpg,22,59,149,219,5,123973,train,18
img/Laid_Back_Striped_Sweater/img_00000048.jpg,1,1,163,163,2,111172,val,16
img/Ruffled_Rose_Blouse/img_00000004.jpg,2,9,199,250,4,31739,train,3
img/Drape-Front_Marled_Cardigan/img_00000035.jpg,36,48,137,197,1,83072,val,6
img/Tupac_Baroque_Print_Jersey_Tank/img_00000013.jpg,34,78,171,295,3,53660,test,17
img/Paisley_Chiffon_Cardigan/img_00000017.jpg,2,9,223,265,1,127045,train,6
img/High-Neck_Sheer_Blouse/img_00000098.jpg,110,69,226,275,4,22587,train,3
img/Heathered_Seamless_Workout_Tank/img_00000009.jpg,10,64,94,274,3,102499,test,17
img/Crochet-Trimmed_Sweater/img_00000013.jpg,31,80,180,235,2,76660,train,16
img/France_Graphic_Longline_Tee/img_00000025.jpg,19,91,168,175,5,95986,train,18
img/Dot-Patterned_Athletic_Tank/img_00000019.jpg,59,63,143,237,3,82612,train,17
img/Tribal_Print_Muscle_Tee/img_00000002.jpg,46,38,209,269,5,52442,train,18
img/Bull_Graphic_Muscle_Tee/img_00000025.jpg,61,71,191,281,5,47896,train,18
img/Spoiled_Graphic_Tee/img_00000013.jpg,1,45,235,300,5,39660,train,18
img/Fringe_Muscle_Tee/img_00000055.jpg,91,79,233,198,5,96789,val,18
img/Crochet_Cable_Knit_Sweater/img_00000049.jpg,1,58,244,286,2,75499,train,16
img/Southwestern-Patterned_Burnout_Cardigan/img_00000011.jpg,6,60,204,256,1,38751,train,6
img/Fuzzy_Polka_Dot_Cardigan/img_00000045.jpg,53,83,184,239,1,97840,train,6
img/Semi-Sheer_Racerback_Tank/img_00000009.jpg,98,93,207,260,3,138504,train,17
img/California_66_Tie-Dye_Tank/img_00000023.jpg,34,101,186,236,3,61450,train,17
img/Textured_Crosshatch_Dolman_Tee/img_00000023.jpg,38,56,166,205,5,48342,train,18
img/Basic_Tank/img_00000047.jpg,31,1,197,300,3,103471,train,17
img/Crochet-Back_Tank/img_00000037.jpg,79,77,180,239,3,76235,train,17
img/Unicorns_Graphic_Cutout_Tank/img_00000032.jpg,96,78,206,212,3,54871,train,17
img/Draped_Open-Front_Cardigan/img_00000050.jpg,76,72,225,299,1,83677,val,6
img/Snake_Print_Racerback_Tank/img_00000050.jpg,66,1,236,300,3,36647,val,17
img/Road_Trip_Ready_Cardigan/img_00000005.jpg,8,70,217,272,1,135214,val,6
img/Civil_Longline_Mesh_Tee/img_00000033.jpg,29,56,193,279,5,66249,val,18
img/Floral_Chiffon_Blouse/img_00000118.jpg,61,1,233,300,4,20119,val,3
img/Asymmetrical_Hem_Tee/img_00000017.jpg,69,68,226,189,5,90910,train,18
img/Loose-Knit_Dolman_Cardigan/img_00000044.jpg,40,46,156,170,1,114973,train,6
img/Contrast_Marled_Knit_Sweater/img_00000026.jpg,44,63,195,253,2,73365,train,16
img/Brooklyn_Nets_Baseball_Tee/img_00000033.jpg,35,2,166,258,5,43823,train,18
img/Ethereal_Draped_Front_Blouse/img_00000047.jpg,56,43,142,163,4,19052,train,3
img/Embroidered_Chiffon_Blouse/img_00000093.jpg,22,32,77,80,4,17783,train,3
img/Heathered_Seamless_Workout_Tank/img_00000006.jpg,65,123,138,248,3,102496,train,17
img/Triangle-Patterned_Dolman_Cardigan/img_00000004.jpg,65,72,163,229,1,52011,train,6
img/Embellished_Boxy_Tee/img_00000043.jpg,32,54,177,184,5,86074,train,18
img/Draped_Waffle_Knit_Cardigan/img_00000022.jpg,69,76,230,242,1,83980,val,6
img/Do_Not_Care_V-Neck_Tee/img_00000039.jpg,91,88,213,222,5,82236,val,18
img/Gauze_Layered-Trim_Blouse/img_00000005.jpg,12,81,179,266,4,21581,train,3
img/Snake_Print_Racerback_Tank/img_00000010.jpg,61,49,140,202,3,36607,test,17
img/Faux_Shearling_Moto_Jacket/img_00000026.jpg,16,79,190,270,0,91392,test,11
img/Faux_Fur_Bomber_Jacket/img_00000038.jpg,85,88,237,300,0,88775,val,11
img/Ribbed_Dolman_Cardigan/img_00000026.jpg,22,22,200,286,1,134249,train,6
img/Geometric_Button-Down_Blouse/img_00000059.jpg,50,72,187,234,4,21809,train,3
img/Boxy_Utility_Jacket/img_00000053.jpg,70,85,240,293,0,39293,train,11
img/Striped_Twist-Front_Blouse/img_00000008.jpg,71,42,151,287,4,3098,train,3
img/Marled_Knit_Combo_Jacket/img_00000008.jpg,82,89,180,300,0,117178,train,11
img/Prairie-Embroidered_Peplum_Blouse/img_00000064.jpg,84,45,164,135,4,29742,test,3
img/Varsity-Striped_Piqu&eacute;_Track_Jacket/img_00000028.jpg,14,59,200,275,0,56277,train,11
img/Dip-Dyed_Sweater_Tank/img_00000033.jpg,41,81,186,300,3,81158,train,17
img/Boxy_Fancy_Graphic_Tee/img_00000022.jpg,64,83,172,236,5,136551,train,18
img/Crew_Neck_Knit_Tee/img_00000011.jpg,61,62,257,292,5,75028,train,18
img/Yes_Please_Knot-Front_Tee/img_00000011.jpg,33,80,179,252,5,59114,train,18
img/Chevron_Pattern_Cardigan/img_00000045.jpg,61,71,138,246,1,63695,train,6
img/Collared_Luxe_Faux_Fur_Jacket/img_00000041.jpg,32,86,218,296,0,70801,test,11
img/Faux_Suede_Fringe_Jacket/img_00000066.jpg,43,93,216,254,0,91726,train,11
img/Bike_Print_Tee/img_00000022.jpg,1,1,300,298,5,123270,train,18
img/Waldo_Graphic_Tee/img_00000022.jpg,5,1,298,300,5,57339,train,18
img/Crew_Neck_Fisherman_Sweater/img_00000049.jpg,18,76,190,285,2,75004,train,16
"img/Young,_Beautiful,_&_Glamorous_Sweater/img_00000029.jpg",61,99,182,205,2,59397,train,16
img/Chambray-Sleeved_Tee/img_00000027.jpg,29,70,202,275,5,63013,test,18
img/Charlie_Brown_Print_Tank/img_00000022.jpg,31,33,139,239,3,63229,train,17
img/Embroidered_Mesh_Cardigan/img_00000036.jpg,64,56,135,140,1,86684,test,6
img/Classic_Cropped_Sweater/img_00000032.jpg,26,57,150,192,2,67492,val,16
img/Collarless_Marled_Cardigan/img_00000004.jpg,90,47,188,174,1,71181,train,6
img/Chambray_Popover_Blouse/img_00000084.jpg,19,83,164,219,4,9112,train,3
img/Chiffon_Maxi_Cardigan/img_00000032.jpg,60,36,220,286,1,64314,train,6
img/Beaded_Chiffon_Blouse/img_00000011.jpg,46,1,260,239,4,23197,val,3
img/Crochet_Mesh_Racerback_Tank/img_00000007.jpg,38,21,238,300,3,75975,train,17
img/Loose-Knit_Longline_Cardigan/img_00000007.jpg,40,32,158,167,1,114980,test,6
img/Tribal_Patterned_Jacket/img_00000032.jpg,99,63,200,152,0,52303,train,11
img/Collarless_Marled_Cardigan/img_00000005.jpg,32,51,171,248,1,71182,train,6
img/Tie-Dye_Fringe_Tank/img_00000064.jpg,47,20,161,156,3,50386,train,17
img/Athletic_Mesh_Sports_Tank/img_00000065.jpg,1,113,297,300,3,91609,train,17
img/Beaded_Tribal_Print_Blouse/img_00000022.jpg,1,69,200,300,4,24596,train,3
img/Colorblocked_Cotton_Tee/img_00000034.jpg,25,58,170,244,5,72135,train,18
img/Embroidered_Split_Neck_Peasant_Blouse/img_00000060.jpg,32,80,195,245,4,18789,val,3
img/Collarless_Sequined_Jacket/img_00000017.jpg,43,6,204,289,0,71374,val,11
img/Zippered_Crew_Neck_Sweater/img_00000016.jpg,126,138,300,294,2,60093,train,16
img/Draped_Surplice_Blouse/img_00000003.jpg,67,44,161,255,4,17174,test,3
img/Semi-Sheer_Striped_Sweater/img_00000044.jpg,65,54,166,300,2,138682,train,16
img/Floral_Print_Tee/img_00000018.jpg,1,4,300,288,5,94646,train,18
img/Contrast-Piped_Blouse/img_00000045.jpg,33,58,171,264,4,12849,train,3
img/Wild_MTV_Tee/img_00000025.jpg,74,59,139,136,5,58504,train,18
img/Crew_Neck_Tee/img_00000051.jpg,33,84,211,300,5,75204,test,18
img/Classic_Knit_Tee/img_00000012.jpg,74,190,145,295,5,68327,train,18
img/Boxy_Mixed_Stripe_Blouse/img_00000044.jpg,4,48,148,189,4,32544,train,3
img/Boxy_Cable_Knit_Sweater/img_00000011.jpg,34,48,123,165,2,133679,val,16
img/Tribal-Inspired_Fringed_Cardigan/img_00000025.jpg,120,40,215,253,1,52911,val,6
img/Peter_Pan_Collar_Sweater/img_00000010.jpg,4,8,300,300,2,128994,train,16
img/Tasseled_Tribal_Print_Cardigan/img_00000007.jpg,55,53,149,198,1,47825,train,6
img/High-Neck_Drawstring_Dolman_Jacket/img_00000021.jpg,38,51,129,236,0,103792,train,11
img/Mesh_Panel_Tank/img_00000002.jpg,48,1,277,300,3,118960,val,17
img/Embroidered_Racerback_Tank/img_00000035.jpg,1,81,224,300,3,86917,train,17
img/Marled_Open-Knit_Sweater/img_00000003.jpg,32,59,123,178,2,117842,train,16
img/Sweet_Crochet_Blouse/img_00000128.jpg,1,18,300,231,4,3314,train,3
img/Modernist_Hooded_Jacket/img_00000008.jpg,24,61,142,255,0,121285,val,11
img/Floral_Raglan_Sweater/img_00000041.jpg,19,1,223,274,2,94750,train,16
img/Joe_Cool_Cardigan/img_00000023.jpg,68,66,234,300,1,107547,val,6
img/Plaid_Pocket_Tee/img_00000032.jpg,1,5,300,279,5,129725,test,18
img/Triangle_Stripe_Batwing_Cardigan/img_00000027.jpg,24,73,181,300,1,51995,val,6
img/Floral_Crochet_Sweater/img_00000046.jpg,135,31,300,275,2,93320,train,16
img/Striped_Fringe-Trim_Shawl_Cardigan/img_00000041.jpg,27,52,176,300,1,43158,train,6
img/Longline_Faux_Fur_Jacket/img_00000073.jpg,68,54,146,277,0,113808,train,11
img/Colorblocked_Faux_Leather_Varsity_Jacket/img_00000017.jpg,74,55,224,268,0,72263,test,11
img/Reason_Statue_of_Liberty_Mesh_Tank/img_00000005.jpg,8,69,200,300,3,132696,train,17
img/Mandarin_Collar_Blouse/img_00000036.jpg,30,72,193,300,4,25592,train,3
img/California_Graphic_Tank/img_00000023.jpg,39,8,169,261,3,61627,test,17
img/Zip-Back_Striped_Tank/img_00000045.jpg,51,75,173,262,3,59626,train,17
img/Lace_Panel_Pintucked_Blouse/img_00000059.jpg,30,123,211,288,4,23372,train,3
img/Tasseled_Lace-Up_Sweater/img_00000005.jpg,33,28,241,300,2,47608,train,16
img/Fitted_Cat_Print_Tee/img_00000013.jpg,53,80,162,252,5,92849,train,18
img/Sparkling_Marled_Knit_Sweater/img_00000014.jpg,51,65,195,230,2,39218,test,16
img/High_Slit_Scoop_Neck_Tee/img_00000015.jpg,77,69,222,263,5,103645,train,18
img/Chiffon_Paneled_Sweater/img_00000009.jpg,65,46,138,203,2,64363,train,16
img/Quilted_Sweater/img_00000021.jpg,25,77,225,300,2,131564,train,16
img/California_Graphic_Tank/img_00000053.jpg,58,51,183,267,3,61657,val,17
img/Longline_Rose_Print_Cardigan/img_00000044.jpg,18,106,170,169,1,114294,val,6
img/Waffle-Sleeve_Raglan_Sweater/img_00000046.jpg,52,74,212,252,2,57187,train,16
img/Relaxed_Draped_Cardigan/img_00000028.jpg,65,71,223,291,1,133064,train,6
img/Tupac_Graphic_Tee/img_00000009.jpg,1,1,292,300,5,53778,train,18
img/Joe_Cool_Cardigan/img_00000027.jpg,62,10,156,122,1,107551,test,6
img/Draped_Open-Front_Cardigan/img_00000029.jpg,5,34,225,285,1,83656,test,6
img/N.W.A._Graphic_Tank/img_00000012.jpg,22,76,173,205,3,122036,train,17
img/Contrast-Trimmed_Sweater/img_00000021.jpg,46,1,159,130,2,73774,train,16
img/Floral_Cropped_Sweater_Tank/img_00000062.jpg,26,1,225,236,3,93554,val,17
img/Pizza_Print_Tank/img_00000057.jpg,65,1,238,300,3,129506,train,17
img/Dip-Dye_Tank/img_00000048.jpg,107,1,203,133,3,81046,train,17
img/V-Cut_Fringe_Tank/img_00000009.jpg,10,56,147,265,3,55082,train,17
img/Cable_Knit_Turtleneck_Sweater/img_00000031.jpg,41,45,229,225,2,60267,train,16
img/Woven_Pocket_Tank/img_00000012.jpg,56,33,224,248,3,58822,train,17
img/Shawl_Collar_Maxi_Cardigan/img_00000014.jpg,64,49,246,270,1,139259,val,6
img/Love_More_Graphic_Pocket_Tee/img_00000017.jpg,47,26,300,300,5,115666,test,18
img/Heathered_Tank/img_00000037.jpg,61,55,153,202,3,102884,train,17
img/Pom_Pom-Trim_Macram&eacute;_Sweater/img_00000010.jpg,30,16,300,256,2,130449,train,16
img/Faux_Shearling_Collar_Marled_Jacket/img_00000018.jpg,17,71,190,283,0,91271,train,11
img/Heathered_Tulip-Back_Tank/img_00000020.jpg,71,75,241,290,3,102966,train,17
img/Fitted_Cat_Print_Tee/img_00000035.jpg,43,70,213,300,5,92871,train,18
img/Longline_Open-Front_Cardigan/img_00000022.jpg,33,48,158,250,1,114108,train,6
img/Knit_Shawl_Collar_Cardigan/img_00000057.jpg,46,44,185,254,1,108435,train,6
img/Map_Graphic_Tee/img_00000033.jpg,1,1,300,300,5,116254,train,18
img/Ribbed_Knit_Cropped_Tank/img_00000035.jpg,1,7,199,274,3,134470,train,17
img/Woven_Wrap_Cardigan/img_00000056.jpg,120,61,212,170,1,58922,val,6
img/Southwestern_Print_Racerback_Tank/img_00000004.jpg,71,52,145,187,3,38308,val,17
img/Chiffon_&_Knit_Tee/img_00000011.jpg,73,81,233,268,5,64104,train,18
img/Crochet_Mesh_Tank/img_00000045.jpg,15,4,221,236,3,76060,train,17
img/Inverted_Seam_Knit_Sweater/img_00000026.jpg,1,3,182,279,2,107242,train,16
img/Striped_Crop_Sweater/img_00000081.jpg,33,66,170,212,2,42701,train,16
img/Micro-Striped_Suit_Jacket/img_00000036.jpg,62,32,240,278,0,120396,train,11
img/Safari_Animal_Print_Tank/img_00000032.jpg,38,102,180,273,3,137262,train,17
img/Slub_Knit_Buttoned-Back_Blouse/img_00000044.jpg,42,47,145,219,4,1411,train,3
img/Boxy_Mixed_Stripe_Blouse/img_00000083.jpg,32,47,163,254,4,32583,val,3
img/The_Lion_King_Muscle_Tee/img_00000019.jpg,35,75,155,281,5,49618,test,18
img/Longline_Sleeveless_Sweater/img_00000047.jpg,84,43,170,205,2,114473,train,16
